subgroup_column,subgroup_value,rows,weight_sum,weighted_bias_global_trip_suppression_a1p25,weighted_bias_historical_xgboost,weighted_bias_llm_trip_suppression_a1p25,weighted_bias_random_trip_suppression_a1p25,weighted_mae_global_trip_suppression_a1p25,weighted_mae_historical_xgboost,weighted_mae_llm_trip_suppression_a1p25,weighted_mae_random_trip_suppression_a1p25,weighted_rmse_global_trip_suppression_a1p25,weighted_rmse_historical_xgboost,weighted_rmse_llm_trip_suppression_a1p25,weighted_rmse_random_trip_suppression_a1p25,llm_vs_historical_mae_delta,llm_vs_global_mae_delta,llm_vs_random_mae_delta,llm_vs_historical_bias_abs_delta
HHVEHCNT,0,476,10712489.268148404,0.33954811848514144,3.0205104308090203,-1.0408674879663082,0.40304963809261196,1.544881244908364,3.2940542252334657,1.4569235579206419,1.6539905969975948,2.0239733767520645,4.085218061263742,2.2738784272292345,2.2470846474066946,1.8371306673128238,0.0879576869877221,0.1970670390769529,1.979642942842712
HHVEHCNT,1,2623,42271037.00351419,-0.2478302641756897,3.0797869843668444,-0.6619199208312553,-0.15788301346446731,1.9808676183764664,3.54487623384552,1.9572410096690873,2.0821675794141696,2.7614992700630077,4.394623968129482,2.860064049438402,2.891906557686394,1.5876352241764329,0.023626608707379093,0.12492656974508232,2.417867063535589
HHVEHCNT,11,3,130732.34669552345,0.8410380768836947,6.156874195041305,2.169085596970562,1.3463242357659573,0.8410380768836947,6.156874195041305,2.169085596970562,1.3463242357659573,0.9155178401485142,6.22008293990831,2.1792422523371893,1.4424817007896502,3.9877885980707433,-1.328047520086867,-0.8227613612046045,3.9877885980707433
HHVEHCNT,14,1,9225.77881469857,4.456101988591717,10.74520206451416,5.641231083869934,6.178491187095641,4.456101988591717,10.74520206451416,5.641231083869934,6.178491187095641,4.456101988591717,10.74520206451416,5.641231083869934,6.178491187095641,5.103970980644226,-1.1851290952782172,0.5372601032257069,5.103970980644226
HHVEHCNT,17,1,25610.4513071656,1.2098286400455944,2.9173150062561035,0.8022616267204286,1.750389003753662,1.2098286400455944,2.9173150062561035,0.8022616267204286,1.750389003753662,1.2098286400455944,2.9173150062561035,0.8022616267204286,1.750389003753662,2.115053379535675,0.40756701332516587,0.9481273770332335,2.115053379535675
HHVEHCNT,2,3199,48347256.666449025,-1.0594761182727161,3.8222492675269266,-0.5228031243551454,-0.9341855762054136,2.821749565990614,4.724655462296371,2.7683604764323992,2.950068988829341,4.155989030309248,5.646324851127876,4.022371497030043,4.277691510678113,1.956294985863972,0.05338908955821475,0.18170851239694175,3.299446143171781
HHVEHCNT,3,1043,16859279.62179253,-1.3475644141520648,4.210391336547058,-0.12623301928447453,-1.1873495906273295,3.22162993168497,5.297369793868905,3.2148005172931526,3.4215629759946746,4.749627758988551,6.302912515779149,4.474575218781411,4.95157883810656,2.082569276575752,0.006829414391817501,0.206762458701522,4.084158317262584
HHVEHCNT,4,360,6251993.794303581,-1.8558836122261773,4.208200087268573,-0.5886910598450023,-1.8654641371060834,3.3237067251401955,5.217972223759558,3.166055691378093,3.629111836472977,4.8192829036317875,6.292994877875832,4.527428864694938,5.380489141599408,2.051916532381465,0.15765103376210243,0.463056145094884,3.6195090274235713
HHVEHCNT,5,122,1810760.2076290352,-1.7967938074250234,4.123395240142872,-0.40962122944139523,-1.6283222377772195,3.7593050044146086,5.3879673557152445,3.65931067838809,4.011615152588653,5.132810263144994,6.841340435199427,4.902550985061968,5.368870529195929,1.7286566773271543,0.09999432602651837,0.35230447420056255,3.713774010701477
HHVEHCNT,6,44,781712.3564872922,0.17846938680019153,5.941941282802589,1.5954393612618967,0.7057204609838796,2.2863089701044306,6.190891468691924,2.882250912115971,2.8157552065812386,2.957945321968429,7.052640569018159,3.451301029384716,3.4401254907441037,3.308640556575953,-0.5959419420115406,-0.06649570553473261,4.346501921540693
HHVEHCNT,7,13,230253.06764820736,0.018644696101695595,6.1157827299480925,1.456381150686004,-0.5676859191358755,2.9734074854843815,6.282300124017392,2.9780775915528954,3.4107222729594984,3.378869549249783,7.520717687962623,3.5707514145245494,4.261382160323366,3.3042225324644967,-0.004670106068513924,0.43264468140660295,4.659401579262088
HHVEHCNT,8,7,101909.20710630364,-0.5426841679675017,6.252721248966921,0.7316190576284884,-1.6580589192900126,4.38956850520279,6.708089524467294,4.361473707243301,3.225008368562836,5.1904792635880925,9.167265801506588,5.239734472333072,3.9453768524883333,2.3466158172239924,0.028094797959488993,-1.1364653386804653,5.521102191338432
HHVEHCNT,9,1,12447.2301040471,0.061464824935952844,4.38224983215332,1.5216280221939087,1.4293498992919922,0.061464824935952844,4.38224983215332,1.5216280221939087,1.4293498992919922,0.061464824935952844,4.38224983215332,1.5216280221939087,1.4293498992919922,2.8606218099594116,-1.4601631972579558,-0.0922781229019165,2.8606218099594116
RAIL,1,1808,30282605.18058914,-0.8617217353525526,3.3622139668894455,-0.5994593123727358,-0.7295949190841058,2.4468973452279696,4.018732497230875,2.402567472329266,2.5601147353598503,3.4871238175147523,4.872058947075485,3.4107079423000055,3.6281735485467426,1.6161650249016093,0.044329872898703826,0.15754726303058453,2.76275465451671
RAIL,2,6085,97262101.81941086,-0.7122035152966217,3.680832462735563,-0.5220067793307247,-0.6118426495893123,2.545818424950627,4.436994066057241,2.5066948600075696,2.694611828709432,3.8194095607916,5.448035433414491,3.7343465022691715,3.9997023461826027,1.9302992060496713,0.03912356494305724,0.18791696870186225,3.1588256834048383
URBRUR,1,6306,102919309.81442939,-0.8056167479448197,3.5205641976557445,-0.6362877510884661,-0.6851815375195127,2.54344169975218,4.275256843505037,2.505344814170933,2.6733069051690523,3.7500612256307377,5.269357346957938,3.666854075216542,3.9068893558234126,1.7699120293341042,0.03809688558124691,0.16796209099811943,2.884276446567278
URBRUR,2,1587,24625397.18557062,-0.5056596708217245,3.9588422370607987,-0.1396269870811688,-0.4501338977630385,2.434105421359032,4.598609057904964,2.3842885994665233,2.6182583658495955,3.7143197350063573,5.511333845800079,3.6317226356822667,3.9470973691246516,2.214320458438441,0.04981682189250858,0.2339697663830722,3.81921524997963
WRKCOUNT,0,2758,43369247.00021003,0.03496757666198515,3.3127892746294365,-0.2748778377686166,0.12537476130431383,2.0426443775727443,3.7958641290321573,1.950898934827701,2.128215575829871,2.7142427448244066,4.657050870858809,2.7144893854288483,2.8620432714078587,1.8449651942044563,0.09174544274504326,0.17731664100216982,3.0379114368608198
WRKCOUNT,1,2790,45309376.45428127,-0.6409156057292238,3.417228240043653,-0.45766349226126046,-0.5123916821905597,2.2479449691048607,4.081653120260532,2.2986014257042346,2.40094972786032,3.4369758919860938,5.01290066007254,3.4299263629950576,3.5849212418562577,1.7830516945562978,-0.0506564565993739,0.10234830215608515,2.9595647477823928
WRKCOUNT,2,2026,32224592.582005654,-1.6248547624975307,3.9853627699294862,-0.9142043914927368,-1.5161688721981557,3.218428775538756,5.029577024538831,3.148380884732619,3.3816562081677155,4.6943215429874225,6.007224972846342,4.510953171752493,4.887904615923133,1.881196139806212,0.07004789080613705,0.23327532343509638,3.0711583784367495
WRKCOUNT,3,266,5430724.960110581,-2.391648475491914,4.698129954651637,-1.1004198915345809,-2.277671494786676,3.9887186317588643,6.094685476766037,3.7774315323257017,4.232982774239781,5.7254432916931135,7.119696420827268,5.396405539043851,5.997724674989334,2.317253944440335,0.2112870994331626,0.4555512419140797,3.5977100631170558
WRKCOUNT,4,42,955350.6070260877,-2.1800999236508325,5.695824388963021,-0.8826699560166729,-2.2109023874502083,4.399154149368535,6.776225135172089,4.469853675240225,4.986557271046967,5.750992628502095,7.932950679596147,5.71419365730716,6.080292197741162,2.3063714599318637,-0.07069952587169048,0.5167035958067423,4.813154432946348
WRKCOUNT,5,8,202620.49981938396,-2.5333863194236117,6.597099270452786,-0.9041745870968836,-3.4382620978792735,6.731268956153845,7.119451327076054,6.001068160773963,7.246037042255376,7.185904175845095,9.718393609690398,6.372087163446537,8.266363280110673,1.118383166302091,0.7302007953798819,1.2449688814814133,5.692924683355903
WRKCOUNT,6,3,52794.896546992175,1.9343283251511658,11.313267575877404,3.7017121566530418,4.011422276553676,6.218899209885335,11.313267575877404,6.619918883719067,6.310208763818433,6.372874193203428,13.095498940740667,7.188659344791481,7.045109851449775,4.693348692158337,-0.4010196738337317,-0.30971011990063424,7.611555419224363
